Date,Close
2015-01-05,8407.9501953125
2015-01-12,8291.349609375
2015-01-19,8550.0498046875
2015-01-27,8871.349609375
2015-02-03,8823.150390625
2015-02-10,8478.099609375
2015-02-18,8811.5498046875
2015-02-25,8801.900390625
2015-03-04,9109.150390625
2015-03-12,8740.650390625
2015-03-19,8749.4501953125
2015-03-26,8474.9501953125
2015-04-06,8615.7998046875
2015-04-13,8801.75
2015-04-22,8400.400390625
2015-04-29,8274.7998046875
2015-05-07,8077.0
2015-05-14,8232.4501953125
2015-05-21,8434.5
2015-05-28,8345.7001953125
2015-06-04,8155.14990234375
2015-06-11,8157.2998046875
2015-06-18,8113.7001953125
2015-06-25,8336.25
2015-07-02,8471.9501953125
2015-07-09,8364.849609375
2015-07-16,8546.150390625
2015-07-23,8643.9501953125
2015-07-30,8417.0
2015-08-06,8585.7998046875
2015-08-13,8384.4501953125
2015-08-20,8471.0498046875
2015-08-27,7921.60009765625
2015-09-03,7774.4501953125
2015-09-10,7729.0498046875
2015-09-18,7967.4501953125
2015-09-28,7892.7998046875
2015-10-06,8180.4501953125
2015-10-13,8121.9501953125
2015-10-20,8280.2998046875
2015-10-28,8188.89990234375
2015-11-04,8104.89990234375
2015-11-13,7762.4501953125
2015-11-20,7841.89990234375
2015-11-30,7936.25
2015-12-07,7816.5498046875
2015-12-14,7558.2001953125
2015-12-21,7745.64990234375
2015-12-29,7929.2001953125
2016-01-06,7788.0498046875
2016-01-13,7557.89990234375
2016-01-20,7357.0
2016-01-28,7426.5
2016-02-04,7411.4501953125
2016-02-11,7203.60009765625
2016-02-18,7177.39990234375
2016-02-25,7029.85009765625
2016-03-03,7429.5498046875
2016-03-11,7484.85009765625
2016-03-18,7534.64990234375
2016-03-29,7606.5498046875
2016-04-05,7736.2998046875
2016-04-12,7669.25
2016-04-22,7891.7998046875
2016-04-29,7844.25
2016-05-06,7717.64990234375
2016-05-13,7881.0
2016-05-20,7792.2001953125
2016-05-27,8081.9501953125
2016-06-03,8246.2001953125
2016-06-10,8180.25
2016-06-17,8176.64990234375
2016-06-24,8029.10009765625
2016-07-01,8313.0498046875
2016-07-11,8413.349609375
2016-07-18,8564.0498046875
2016-07-25,8519.9501953125
2016-08-01,8654.2998046875
2016-08-08,8712.849609375
2016-08-17,8639.7998046875
2016-08-24,8648.5
2016-08-31,8754.0498046875
2016-09-08,8915.5
2016-09-16,8780.849609375
2016-09-23,8880.75
2016-09-30,8581.5
2016-10-07,8721.7001953125
2016-10-18,8556.0498046875
2016-10-25,8721.7001953125
2016-11-02,8542.7998046875
2016-11-09,8067.5
2016-11-17,8105.10009765625
2016-11-24,8011.7998046875
2016-12-01,8244.0
2016-12-08,8152.10009765625
2016-12-15,8128.39990234375
2016-12-22,8043.85009765625
2016-12-29,8030.60009765625
2017-01-05,8226.650390625
2017-01-12,8391.0498046875
2017-01-19,8418.400390625
2017-01-27,8610.5
2017-02-03,8735.150390625
2017-02-10,8812.349609375
2017-02-17,8883.7001953125
2017-02-27,8943.7001953125
2017-03-06,8915.099609375
2017-03-14,9091.650390625
2017-03-21,9133.9501953125
2017-03-28,9081.5
2017-04-05,9264.400390625
2017-04-12,9242.5
2017-04-20,9108.099609375
2017-04-27,9359.150390625
2017-05-05,9374.5498046875
2017-05-12,9436.650390625
2017-05-19,9469.900390625
2017-05-26,9507.75
2017-06-02,9657.150390625
2017-06-09,9638.5498046875
2017-06-16,9595.4501953125
2017-06-23,9643.25
2017-07-03,9587.9501953125
2017-07-10,9719.2998046875
2017-07-17,9908.150390625
2017-07-24,9936.7998046875
2017-07-31,10034.7001953125
2017-08-07,10074.7998046875
2017-08-14,9755.75
2017-08-22,9815.75
2017-08-30,9859.5
2017-09-06,9899.25
2017-09-13,10099.25
2017-09-20,10160.9501953125
2017-09-27,9920.599609375
2017-10-05,9927.0
2017-10-12,10011.2001953125
2017-10-19,10210.349609375
2017-10-27,10362.2998046875
2017-11-03,10461.5498046875
2017-11-10,10304.349609375
2017-11-17,10324.5498046875
2017-11-24,10366.7998046875
2017-12-01,10263.7001953125
2017-12-08,10198.4501953125
2017-12-15,10345.650390625
2017-12-22,10457.2998046875
2018-01-02,10477.5498046875
2018-01-09,10645.099609375
2018-01-16,10761.5
2018-01-23,10997.400390625
2018-01-31,11018.7998046875
2018-02-07,10607.2001953125
2018-02-15,10537.900390625
2018-02-22,10354.349609375
2018-03-01,10479.9501953125
2018-03-09,10271.2998046875
2018-03-16,10345.150390625
2018-03-23,9968.7998046875
2018-04-03,10186.849609375
2018-04-10,10412.900390625
2018-04-17,10557.2998046875
2018-04-24,10578.099609375
2018-05-02,10783.849609375
2018-05-09,10693.349609375
2018-05-16,10751.9501953125
2018-05-23,10521.099609375
2018-05-30,10579.0
2018-06-06,10603.4501953125
2018-06-13,10887.5
2018-06-20,10734.650390625
2018-06-27,10785.5
2018-07-04,10715.0
2018-07-11,10956.400390625
2018-07-18,11060.2001953125
2018-07-25,11148.400390625
2018-08-01,11359.7998046875
2018-08-08,11412.5
2018-08-16,11397.150390625
2018-08-24,11566.599609375
2018-08-31,11675.849609375
2018-09-07,11558.25
2018-09-17,11464.9501953125
2018-09-25,10969.9501953125
2018-10-03,10982.7001953125
2018-10-10,10331.849609375
2018-10-17,10688.7001953125
2018-10-25,10135.0498046875
2018-11-01,10441.7001953125
2018-11-09,10614.7001953125
2018-11-16,10644.0
2018-11-26,10568.2998046875
2018-12-03,10930.7001953125
2018-12-10,10508.7001953125
2018-12-17,10853.2001953125
2018-12-24,10780.900390625
2019-01-02,10868.849609375
2019-01-09,10862.400390625
2019-01-16,10899.650390625
2019-01-23,10931.0498046875
2019-01-30,10702.25
2019-02-06,10965.099609375
2019-02-14,10786.099609375
2019-02-21,10744.099609375
2019-02-28,10865.7001953125
2019-03-08,11038.849609375
2019-03-15,11376.849609375
2019-03-25,11395.650390625
2019-04-02,11711.5498046875
2019-04-09,11612.0498046875
2019-04-16,11736.2001953125
2019-04-25,11735.7001953125
2019-05-06,11605.7998046875
2019-05-13,11258.7001953125
2019-05-20,11651.900390625
2019-05-27,11855.5
2019-06-03,11953.75
2019-06-11,11959.849609375
2019-06-18,11677.0498046875
2019-06-25,11681.0
2019-07-02,11890.2998046875
2019-07-09,11531.599609375
2019-07-16,11596.650390625
2019-07-23,11372.25
2019-07-30,11213.7001953125
2019-08-06,10815.400390625
2019-08-14,11003.25
2019-08-22,10905.2998046875
2019-08-29,10996.0498046875
2019-09-06,10883.7998046875
2019-09-16,10994.849609375
2019-09-23,11542.7001953125
2019-09-30,11491.150390625
2019-10-09,11152.9501953125
2019-10-16,11464.9501953125
2019-10-24,11661.650390625
2019-11-01,11886.599609375
2019-11-08,11987.150390625
2019-11-18,11915.150390625
2019-11-25,11922.4501953125
2019-12-02,12137.0498046875
2019-12-09,11939.099609375
2019-12-16,12131.349609375
2019-12-23,12235.4501953125
2019-12-31,12247.099609375
2020-01-07,12079.099609375
2020-01-14,12333.099609375
2020-01-21,12195.2998046875
2020-01-28,12148.099609375
2020-02-04,11786.25
2020-02-11,12108.400390625
2020-02-18,12028.25
2020-02-26,11738.5498046875
2020-03-04,11351.349609375
2020-03-12,10039.9501953125
2020-03-19,8063.2998046875
2020-03-26,8451.0
2020-04-03,8356.5498046875
2020-04-15,9196.400390625
2020-04-22,9026.75
2020-04-29,9408.599609375
2020-05-07,9234.0498046875
2020-05-14,9213.9501953125
2020-05-21,9079.4501953125
2020-05-29,9422.2001953125
2020-06-05,10093.7998046875
