Date,Close
2020-06-12,9544.9501953125
2020-06-19,10119.0
2020-06-26,10378.900390625
2020-07-03,10614.9501953125
2020-07-10,10764.099609375
2020-07-17,10752.0
2020-07-24,11149.9501953125
2020-07-31,11139.5
2020-08-07,11186.650390625
2020-08-14,11353.2998046875
2020-08-21,11409.650390625
2020-08-28,11602.9501953125
2020-09-04,11354.400390625
2020-09-11,11447.7998046875
2020-09-18,11584.099609375
2020-09-25,10910.400390625
2020-10-05,11487.7998046875
2020-10-12,11973.5498046875
2020-10-19,11879.2001953125
2020-10-26,11937.400390625
2020-11-02,11697.349609375
2020-11-09,12399.400390625
2020-11-17,12932.5
2020-11-24,13002.599609375
2020-12-02,13121.400390625
2020-12-09,13458.099609375
2020-12-16,13663.099609375
2020-12-23,13473.5
2020-12-31,13970.0
2021-01-07,14253.75
2021-01-14,14550.0498046875
2021-01-21,14730.9501953125
2021-01-29,13946.599609375
2021-02-05,14952.599609375
2021-02-12,15186.2001953125
2021-02-19,15074.7998046875
2021-02-26,14888.599609375
2021-03-05,14977.9501953125
2021-03-15,15048.400390625
2021-03-22,14736.2998046875
2021-03-30,14628.5
2021-04-07,14716.4501953125
2021-04-15,14522.400390625
2021-04-23,14326.349609375
2021-04-30,14747.349609375
2021-05-07,14816.849609375
2021-05-17,14756.25
2021-05-24,15211.349609375
2021-05-31,15437.75
2021-06-07,15725.099609375
2021-06-14,15791.400390625
2021-06-21,15525.849609375
2021-06-28,15915.349609375
2021-07-05,15793.400390625
2021-07-12,15766.7998046875
2021-07-19,15754.5
2021-07-27,15860.5
2021-08-03,15951.5498046875
2021-08-10,16274.7998046875
2021-08-17,16545.25
2021-08-25,16654.0
2021-09-01,17185.599609375
2021-09-08,17375.75
2021-09-16,17539.19921875
2021-09-23,17670.849609375
2021-09-30,17718.900390625
2021-10-07,17810.55078125
2021-10-14,18272.849609375
2021-10-22,18230.69921875
2021-10-29,17833.05078125
2021-11-08,18040.19921875
2021-11-15,18140.94921875
2021-11-23,17281.75
2021-11-30,17051.150390625
2021-12-07,17044.099609375
2021-12-14,17283.19921875
2021-12-21,16773.150390625
2021-12-28,17177.599609375
2022-01-04,17681.400390625
2022-01-11,17997.75
2022-01-18,18337.19921875
2022-01-25,17001.55078125
2022-02-02,17706.19921875
2022-02-09,17370.099609375
2022-02-16,17408.44921875
2022-02-23,17194.5
2022-03-03,16723.19921875
2022-03-10,16757.099609375
2022-03-17,17202.900390625
2022-03-25,17289.0
2022-04-01,17436.900390625
2022-04-08,17698.150390625
2022-04-19,17258.94921875
2022-04-26,17121.30078125
2022-05-04,17096.599609375
2022-05-11,16270.0498046875
2022-05-18,16318.150390625
2022-05-25,16196.349609375
2022-06-01,16594.400390625
2022-06-08,16474.94921875
2022-06-15,15729.25
2022-06-22,15545.650390625
2022-06-29,15701.7001953125
2022-07-06,15818.2001953125
2022-07-13,16128.2001953125
2022-07-20,16562.80078125
2022-07-27,16475.349609375
2022-08-03,17349.25
2022-08-11,17711.650390625
2022-08-19,17966.55078125
2022-08-26,17619.30078125
2022-09-05,17546.44921875
2022-09-12,17890.849609375
2022-09-19,17540.650390625
2022-09-26,17156.30078125
2022-10-03,17102.099609375
2022-10-11,17256.05078125
2022-10-18,17438.75
2022-10-25,17808.30078125
2022-11-02,18177.900390625
2022-11-10,18044.349609375
2022-11-17,18358.69921875
2022-11-24,18326.099609375
2022-12-01,18871.94921875
2022-12-08,18570.849609375
2022-12-15,18614.400390625
2022-12-22,18288.80078125
2022-12-29,18045.69921875
2023-01-05,18101.94921875
2023-01-12,17920.849609375
2023-01-19,18119.80078125
2023-01-27,17877.19921875
2023-02-03,17721.75
2023-02-10,17847.55078125
2023-02-17,17974.849609375
2023-02-24,17591.349609375
2023-03-03,17451.25
2023-03-13,17421.900390625
2023-03-20,17066.599609375
2023-03-27,16984.30078125
2023-04-05,17422.30078125
2023-04-13,17807.30078125
2023-04-21,17639.75
2023-04-28,17950.400390625
2023-05-08,18120.599609375
2023-05-15,18339.30078125
2023-05-22,18201.099609375
2023-05-29,18619.150390625
2023-06-05,18612.0
2023-06-12,18595.05078125
2023-06-19,18873.30078125
2023-06-26,18682.349609375
2023-07-04,19406.599609375
2023-07-11,19427.099609375
2023-07-18,19787.5
2023-07-25,19729.349609375
2023-08-01,19784.0
2023-08-08,19627.19921875
2023-08-16,19369.0
2023-08-23,19439.19921875
2023-08-30,19433.44921875
2023-09-06,19581.19921875
2023-09-13,19989.5
2023-09-21,19840.55078125
2023-09-28,19761.80078125
2023-10-06,19621.19921875
2023-10-13,19654.55078125
2023-10-20,19542.150390625
2023-10-30,19053.400390625
2023-11-06,19345.849609375
2023-11-13,19486.75
2023-11-21,19770.900390625
2023-11-29,19976.55078125
2023-12-06,20950.75
2023-12-13,20929.75
2023-12-20,21543.5
2023-12-28,21715.0
2024-01-04,21605.80078125
2024-01-11,21688.0
2024-01-18,21414.19921875
2024-01-29,21433.099609375
2024-02-05,21921.05078125
2024-02-12,21800.80078125
2024-02-19,22103.44921875
2024-02-26,22169.19921875
2024-03-04,22403.5
2024-03-12,22334.44921875
2024-03-19,21946.44921875
2024-03-27,22053.94921875
2024-04-04,22592.099609375
2024-04-12,22677.400390625
2024-04-22,22336.900390625
2024-04-29,22475.55078125
2024-05-07,22489.75
2024-05-14,22112.900390625
2024-05-22,22576.599609375
2024-05-29,22762.75
2024-06-05,22128.349609375
2024-06-12,23344.44921875
2024-06-20,23586.150390625
2024-06-27,23881.55078125
2024-07-04,24369.94921875
2024-07-11,24396.55078125
2024-07-19,24853.80078125
2024-07-26,24423.349609375
2024-08-02,24789.0
2024-08-09,24386.849609375
2024-08-19,24636.349609375
2024-08-26,24906.099609375
2024-09-02,25333.599609375
2024-09-09,24823.400390625
2024-09-16,25406.650390625
2024-09-23,25872.55078125
2024-09-30,26061.30078125
2024-10-08,24832.19921875
2024-10-15,25186.30078125
2024-10-22,24798.650390625
2024-10-29,24328.849609375
2024-11-05,23916.5
2024-11-12,24225.80078125
2024-11-21,23488.44921875
2024-11-28,24274.150390625
2024-12-05,24539.150390625
2024-12-12,24604.44921875
2024-12-19,23877.150390625
2024-12-27,23801.400390625
2025-01-03,24196.400390625
2025-01-10,23551.900390625
2025-01-17,23277.099609375
2025-01-24,23183.900390625
2025-01-31,23296.75
2025-02-07,23649.5
2025-02-14,23096.44921875
2025-02-21,22857.19921875
2025-03-03,22194.55078125
2025-03-10,22521.849609375
2025-03-18,22662.25
2025-03-25,23751.5
2025-04-02,23192.599609375
